fabricante,modelo,ano,combustivel,hp,cilindros,tipo_transmissao,tracao,num_portas,categoria,tamanho,estilo,km_por_l_estrada,km_por_l_cidade,popularidade,preco_venda,label
Mercedes-Benz,190-Class,1992,6,130.0,4.0,3,3,4.0,64,0,12,26,18,617,2000,4
Mercedes-Benz,190-Class,1993,6,130.0,4.0,3,3,4.0,64,0,12,26,18,617,2000,4
Mercedes-Benz,190-Class,1993,6,158.0,6.0,3,3,4.0,64,0,12,25,17,617,2000,4
BMW,2 Series,2016,7,240.0,4.0,0,3,2.0,68,0,5,35,23,3916,32850,6
BMW,2 Series,2016,7,240.0,4.0,0,3,2.0,64,0,4,34,23,3916,38650,6
BMW,2 Series,2016,7,320.0,6.0,0,3,2.0,3,0,4,31,20,3916,48750,6
BMW,2 Series,2016,7,240.0,4.0,0,1,2.0,68,0,5,35,23,3916,34850,6
BMW,2 Series,2016,7,240.0,4.0,0,1,2.0,64,0,4,34,22,3916,40650,6
BMW,2 Series,2016,7,320.0,6.0,0,3,2.0,3,0,5,31,20,3916,44150,6
BMW,2 Series,2016,7,240.0,4.0,3,3,2.0,68,0,5,34,22,3916,32850,6
BMW,2 Series,2016,7,320.0,6.0,0,1,2.0,3,0,5,30,20,3916,46150,6
BMW,2 Series,2016,7,320.0,6.0,0,3,2.0,3,0,4,30,20,3916,50750,6
BMW,2 Series,2017,5,335.0,6.0,0,1,2.0,3,0,5,31,21,3916,46450,6
BMW,2 Series,2017,5,335.0,6.0,0,3,2.0,3,0,4,32,21,3916,49050,6
BMW,2 Series,2017,5,335.0,6.0,0,1,2.0,3,0,4,32,21,3916,51050,6
BMW,2 Series,2017,5,335.0,6.0,0,3,2.0,3,0,5,32,21,3916,44450,6
BMW,2 Series,2017,5,248.0,4.0,0,3,2.0,68,0,4,34,23,3916,38950,6
BMW,2 Series,2017,5,248.0,4.0,0,3,2.0,68,0,5,35,24,3916,33150,6
BMW,2 Series,2017,5,248.0,4.0,0,1,2.0,68,0,5,33,24,3916,35150,6
BMW,2 Series,2017,5,248.0,4.0,0,1,2.0,64,0,4,33,23,3916,40950,6
Audi,200,1990,6,162.0,5.0,0,2,4.0,64,2,12,20,16,3105,2000,7
Audi,200,1990,6,162.0,5.0,3,1,4.0,64,2,15,22,15,3105,2000,7
Audi,200,1990,6,162.0,5.0,3,1,4.0,64,2,12,23,15,3105,2000,7
Audi,200,1991,6,217.0,5.0,3,1,4.0,68,2,12,22,16,3105,2000,7
Audi,200,1991,6,217.0,5.0,3,1,4.0,68,2,15,22,16,3105,2000,7
Audi,200,1991,6,162.0,5.0,0,2,4.0,64,2,12,20,16,3105,2000,7
Chrysler,200,2015,3,184.0,4.0,0,2,4.0,42,2,12,36,23,1013,25170,7
Chrysler,200,2015,3,184.0,4.0,0,2,4.0,42,2,12,36,23,1013,23950,7
Chrysler,200,2015,3,295.0,6.0,0,1,4.0,49,2,12,29,18,1013,29370,7
Chrysler,200,2015,3,184.0,4.0,0,2,4.0,42,2,12,36,23,1013,21995,7
Chrysler,200,2015,3,184.0,4.0,0,2,4.0,49,2,12,36,23,1013,26625,7
Chrysler,200,2015,3,295.0,6.0,0,1,4.0,49,2,12,29,18,1013,30825,7
Chrysler,200,2016,3,184.0,4.0,0,2,4.0,42,2,12,36,23,1013,21995,7
Chrysler,200,2016,3,184.0,4.0,0,2,4.0,42,2,12,36,23,1013,27795,7
Chrysler,200,2016,3,295.0,6.0,0,1,4.0,49,2,12,29,18,1013,31785,7
Chrysler,200,2016,3,295.0,6.0,0,1,4.0,49,2,12,29,18,1013,29905,7
Chrysler,200,2016,3,184.0,4.0,0,2,4.0,42,2,12,36,23,1013,22490,7
Chrysler,200,2016,3,184.0,4.0,0,2,4.0,42,2,12,36,23,1013,27570,7
Chrysler,200,2016,3,184.0,4.0,0,2,4.0,42,2,12,36,23,1013,25690,7
Chrysler,200,2016,3,184.0,4.0,0,2,4.0,42,2,12,36,23,1013,24490,7
Chrysler,200,2017,3,295.0,6.0,0,1,4.0,49,2,12,28,18,1013,29905,7
Chrysler,200,2017,3,295.0,6.0,0,1,4.0,49,2,12,28,18,1013,31785,7
Chrysler,200,2017,3,184.0,4.0,0,2,4.0,42,2,12,36,23,1013,26685,7
Chrysler,200,2017,3,184.0,4.0,0,2,4.0,42,2,12,36,23,1013,22490,7
Chrysler,200,2017,3,184.0,4.0,0,2,4.0,42,2,12,36,23,1013,25690,7
Chrysler,200,2017,3,295.0,6.0,0,1,4.0,49,2,12,28,18,1013,30900,7
Chrysler,200,2017,3,184.0,4.0,0,2,4.0,42,2,12,36,23,1013,27795,7
Chrysler,200,2017,3,184.0,4.0,0,2,4.0,42,2,12,36,23,1013,21995,7
Chrysler,200,2017,3,184.0,4.0,0,2,4.0,42,2,12,36,23,1013,24490,7
Nissan,200SX,1996,6,115.0,4.0,3,2,2.0,63,0,5,36,26,2009,2000,8
Nissan,200SX,1996,6,115.0,4.0,3,2,2.0,63,0,5,36,26,2009,2000,8
Nissan,200SX,1996,6,140.0,4.0,3,2,2.0,70,0,5,29,21,2009,2000,8
Nissan,200SX,1997,6,140.0,4.0,3,2,2.0,70,0,5,29,21,2009,2000,8
Nissan,200SX,1997,6,115.0,4.0,3,2,2.0,63,0,5,35,25,2009,2000,8
Nissan,200SX,1997,6,115.0,4.0,3,2,2.0,63,0,5,35,25,2009,2000,8
Nissan,200SX,1998,6,115.0,4.0,3,2,2.0,63,0,5,35,25,2009,2000,8
Nissan,200SX,1998,6,115.0,4.0,3,2,2.0,63,0,5,35,25,2009,2000,8
Nissan,200SX,1998,6,140.0,4.0,3,2,2.0,70,0,5,28,20,2009,2073,8
Nissan,240SX,1996,6,155.0,4.0,3,3,2.0,70,0,5,26,19,2009,3713,10
Nissan,240SX,1996,6,155.0,4.0,3,3,2.0,70,0,5,26,19,2009,3520,10
Nissan,240SX,1997,6,155.0,4.0,3,3,2.0,70,0,5,26,19,2009,3910,10
Nissan,240SX,1997,6,155.0,4.0,3,3,2.0,70,0,5,26,19,2009,4182,10
Nissan,240SX,1997,6,155.0,4.0,3,3,2.0,70,0,5,26,19,2009,4107,10
Nissan,240SX,1998,6,155.0,4.0,3,3,2.0,70,0,5,25,20,2009,4299,10
Nissan,240SX,1998,6,155.0,4.0,3,3,2.0,70,0,5,25,20,2009,4693,10
Nissan,240SX,1998,6,155.0,4.0,3,3,2.0,70,0,5,25,20,2009,4107,10
Volvo,240,1991,6,114.0,4.0,3,3,4.0,64,2,15,26,19,870,2000,9
Volvo,240,1991,6,114.0,4.0,0,3,4.0,64,2,15,23,18,870,2000,9
Volvo,240,1991,6,114.0,4.0,3,3,4.0,64,2,12,26,19,870,2000,9
Volvo,240,1992,6,114.0,4.0,3,3,4.0,64,2,12,26,19,870,2000,9
Volvo,240,1992,6,114.0,4.0,3,3,4.0,64,2,15,26,19,870,2000,9
Volvo,240,1992,6,114.0,4.0,3,3,4.0,64,2,12,26,19,870,2000,9
Volvo,240,1993,6,114.0,4.0,3,3,4.0,64,2,12,26,19,870,2000,9
Volvo,240,1993,6,114.0,4.0,3,3,4.0,64,2,15,25,18,870,2000,9
Mazda,2,2012,6,100.0,4.0,3,2,4.0,51,0,2,35,29,586,16020,5
Mazda,2,2012,6,100.0,4.0,3,2,4.0,51,0,2,35,29,586,14530,5
Mazda,2,2012,6,100.0,4.0,0,2,4.0,51,0,2,34,28,586,16860,5
Mazda,2,2012,6,100.0,4.0,0,2,4.0,51,0,2,34,28,586,15370,5
Mazda,2,2013,6,100.0,4.0,0,2,4.0,51,0,2,34,28,586,17050,5
Mazda,2,2013,6,100.0,4.0,0,2,4.0,51,0,2,34,28,586,15560,5
Mazda,2,2013,6,100.0,4.0,3,2,4.0,51,0,2,35,29,586,16210,5
Mazda,2,2013,6,100.0,4.0,3,2,4.0,51,0,2,35,29,586,14720,5
Mazda,2,2014,6,100.0,4.0,0,2,4.0,51,0,2,34,28,586,17050,5
Mazda,2,2014,6,100.0,4.0,0,2,4.0,51,0,2,34,28,586,15560,5
Mazda,2,2014,6,100.0,4.0,3,2,4.0,51,0,2,35,29,586,16210,5
Mazda,2,2014,6,100.0,4.0,3,2,4.0,51,0,2,35,29,586,14720,5
BMW,3 Series Gran Turismo,2015,7,300.0,6.0,0,1,4.0,60,2,2,30,20,3916,47250,13
BMW,3 Series Gran Turismo,2015,7,240.0,4.0,0,1,4.0,58,2,2,33,22,3916,41850,13
BMW,3 Series Gran Turismo,2015,7,240.0,4.0,0,1,4.0,58,2,2,33,22,3916,41850,13
BMW,3 Series Gran Turismo,2016,7,240.0,4.0,0,1,4.0,58,2,2,34,22,3916,43000,13
BMW,3 Series Gran Turismo,2016,7,300.0,6.0,0,1,4.0,60,2,2,30,20,3916,49200,13
BMW,3 Series Gran Turismo,2017,7,320.0,6.0,0,1,4.0,60,2,2,30,20,3916,49650,13
BMW,3 Series Gran Turismo,2017,7,248.0,4.0,0,1,4.0,58,2,2,33,23,3916,43950,13
BMW,3 Series,2015,7,241.0,4.0,0,1,4.0,64,2,15,33,22,3916,41950,12
BMW,3 Series,2015,7,335.0,6.0,0,3,4.0,66,2,12,33,25,3916,50150,12
BMW,3 Series,2015,7,240.0,4.0,0,3,4.0,68,2,12,35,23,3916,37500,12
BMW,3 Series,2015,7,300.0,6.0,0,3,4.0,65,2,12,32,21,3916,43750,12
BMW,3 Series,2015,1,180.0,4.0,0,3,4.0,30,2,12,45,32,3916,39000,12
BMW,3 Series,2015,7,240.0,4.0,0,1,4.0,64,2,12,33,22,3916,39500,12
BMW,3 Series,2015,7,240.0,4.0,0,1,4.0,64,2,12,33,22,3916,39500,12
BMW,3 Series,2015,7,180.0,4.0,0,1,4.0,64,2,12,35,23,3916,34950,12
BMW,3 Series,2015,7,300.0,6.0,0,1,4.0,68,2,12,30,20,3916,45750,12
BMW,3 Series,2015,1,180.0,4.0,0,1,4.0,30,2,15,43,31,3916,43450,12
BMW,3 Series,2015,7,240.0,4.0,0,3,4.0,68,2,12,35,23,3916,37500,12
BMW,3 Series,2015,1,180.0,4.0,0,1,4.0,30,2,12,43,31,3916,41000,12
BMW,3 Series,2015,7,180.0,4.0,0,3,4.0,64,2,12,36,24,3916,32950,12
BMW,3 Series,2016,1,180.0,4.0,0,1,4.0,30,2,12,40,30,3916,41850,12
BMW,3 Series,2016,7,320.0,6.0,0,1,4.0,65,2,12,33,22,3916,47800,12
BMW,3 Series,2016,1,180.0,4.0,0,3,4.0,30,2,12,42,32,3916,39850,12
BMW,3 Series,2016,7,240.0,4.0,0,3,4.0,68,2,12,34,22,3916,38350,12
BMW,3 Series,2016,7,240.0,4.0,0,1,4.0,64,2,12,34,22,3916,40350,12
BMW,3 Series,2016,7,240.0,4.0,3,3,4.0,68,2,12,34,22,3916,38350,12
BMW,3 Series,2016,7,240.0,4.0,0,1,4.0,64,2,15,34,22,3916,42650,12
BMW,3 Series,2016,7,180.0,4.0,0,3,4.0,64,2,12,36,24,3916,33150,12
BMW,3 Series,2016,7,180.0,4.0,0,1,4.0,64,2,12,35,23,3916,35150,12
BMW,3 Series,2016,1,180.0,4.0,0,1,4.0,30,2,15,40,30,3916,44150,12
BMW,3 Series,2016,7,320.0,6.0,0,3,4.0,65,2,12,33,22,3916,45800,12
BMW,3 Series,2017,5,248.0,4.0,0,3,4.0,68,2,12,34,23,3916,38750,12
BMW,3 Series,2017,5,180.0,4.0,0,1,4.0,64,2,12,34,23,3916,35450,12
BMW,3 Series,2017,5,180.0,4.0,0,3,4.0,64,2,12,35,23,3916,33450,12
BMW,3 Series,2017,5,248.0,4.0,0,1,4.0,64,2,12,33,23,3916,40750,12
BMW,3 Series,2017,1,180.0,4.0,0,1,4.0,30,2,12,40,30,3916,42250,12
BMW,3 Series,2017,5,248.0,4.0,0,1,4.0,64,2,15,33,23,3916,42950,12
BMW,3 Series,2017,1,180.0,4.0,0,3,4.0,30,2,12,42,32,3916,40250,12
BMW,3 Series,2017,5,320.0,6.0,0,1,4.0,68,2,12,31,21,3916,49900,12
BMW,3 Series,2017,5,320.0,6.0,0,3,4.0,65,2,12,32,21,3916,47900,12
BMW,3 Series,2017,1,180.0,4.0,0,1,4.0,30,2,15,40,30,3916,44450,12
Mercedes-Benz,300-Class,1991,6,177.0,6.0,0,3,4.0,64,1,12,19,15,617,2232,15
Mercedes-Benz,300-Class,1991,6,177.0,6.0,0,3,4.0,64,2,15,20,15,617,2000,15
Mercedes-Benz,300-Class,1991,6,158.0,6.0,0,3,4.0,64,2,12,22,17,617,2000,15
Mercedes-Benz,300-Class,1991,6,177.0,6.0,0,1,4.0,64,2,12,20,15,617,2105,15
Mercedes-Benz,300-Class,1991,6,177.0,6.0,0,1,4.0,64,2,15,18,15,617,2199,15
Mercedes-Benz,300-Class,1991,6,177.0,6.0,0,3,4.0,64,2,12,22,16,617,2000,15
Mercedes-Benz,300-Class,1991,6,177.0,6.0,0,3,4.0,64,1,12,19,15,617,2124,15
Mercedes-Benz,300-Class,1991,6,228.0,6.0,3,3,2.0,68,0,4,21,14,617,3552,15
Mercedes-Benz,300-Class,1991,6,217.0,6.0,0,3,2.0,64,2,5,22,15,617,2179,15
Mercedes-Benz,300-Class,1991,1,121.0,5.0,0,3,4.0,30,2,12,30,23,617,2000,15
Mercedes-Benz,300-Class,1992,1,121.0,5.0,0,3,4.0,30,2,12,29,23,617,2000,15
Mercedes-Benz,300-Class,1992,6,228.0,6.0,0,3,4.0,64,1,12,17,14,617,2377,15
Mercedes-Benz,300-Class,1992,6,228.0,6.0,3,3,2.0,68,0,4,21,15,617,3814,15
Mercedes-Benz,300-Class,1992,6,177.0,6.0,0,1,4.0,64,2,12,19,15,617,2207,15
Mercedes-Benz,300-Class,1992,6,177.0,6.0,0,3,4.0,64,2,15,20,15,617,2000,15
Mercedes-Benz,300-Class,1992,6,217.0,6.0,0,3,2.0,64,2,5,21,15,617,2248,15
Mercedes-Benz,300-Class,1992,6,177.0,6.0,0,3,4.0,64,2,12,22,16,617,2065,15
Mercedes-Benz,300-Class,1992,1,148.0,6.0,0,3,4.0,30,1,12,22,18,617,2547,15
Mercedes-Benz,300-Class,1992,6,177.0,6.0,0,1,4.0,64,2,15,18,15,617,2282,15
Mercedes-Benz,300-Class,1992,6,158.0,6.0,0,3,4.0,64,2,12,23,18,617,2000,15
Mercedes-Benz,300-Class,1993,6,177.0,6.0,0,1,4.0,64,2,15,19,15,617,2544,15
Mercedes-Benz,300-Class,1993,6,217.0,6.0,0,3,2.0,64,2,5,22,17,617,2397,15
Mercedes-Benz,300-Class,1993,1,121.0,5.0,0,3,4.0,30,2,12,30,23,617,2000,15
Mercedes-Benz,300-Class,1993,6,228.0,6.0,3,3,2.0,68,0,4,21,14,617,4174,15
Mercedes-Benz,300-Class,1993,6,217.0,6.0,0,3,4.0,64,2,12,22,17,617,2187,15
Mercedes-Benz,300-Class,1993,1,148.0,6.0,0,3,4.0,30,1,12,22,18,617,2729,15
Mercedes-Benz,300-Class,1993,6,177.0,6.0,0,1,4.0,64,2,12,19,15,617,2433,15
Mercedes-Benz,300-Class,1993,6,194.0,6.0,0,3,4.0,64,2,12,23,17,617,2247,15
Mercedes-Benz,300-Class,1993,6,228.0,6.0,0,3,4.0,64,1,12,18,14,617,2540,15
Mitsubishi,3000GT,1997,6,218.0,6.0,3,2,2.0,61,0,0,23,17,436,3941,16
Mitsubishi,3000GT,1997,6,161.0,6.0,3,2,2.0,51,0,0,22,17,436,3295,16
Mitsubishi,3000GT,1997,6,320.0,6.0,3,1,2.0,54,0,0,22,16,436,6008,16
Mitsubishi,3000GT,1998,6,320.0,6.0,3,1,2.0,54,0,0,22,16,436,6710,16
Mitsubishi,3000GT,1998,6,161.0,6.0,3,2,2.0,51,0,0,22,17,436,3701,16
Mitsubishi,3000GT,1998,6,218.0,6.0,3,2,2.0,61,0,0,23,17,436,4671,16
Mitsubishi,3000GT,1999,6,218.0,6.0,3,2,2.0,61,0,0,23,17,436,5306,16
Mitsubishi,3000GT,1999,6,320.0,6.0,3,1,2.0,54,0,0,22,16,436,7600,16
Mitsubishi,3000GT,1999,6,161.0,6.0,3,2,2.0,51,0,0,22,17,436,4090,16
Chrysler,300,2015,6,300.0,6.0,0,1,4.0,63,1,12,27,18,1013,37570,14
Chrysler,300,2015,6,292.0,6.0,0,3,4.0,63,1,12,31,19,1013,31695,14
Chrysler,300,2015,6,292.0,6.0,0,3,4.0,63,1,12,31,19,1013,38070,14
Chrysler,300,2015,6,292.0,6.0,0,1,4.0,63,1,12,27,18,1013,44895,14
Chrysler,300,2015,6,300.0,6.0,0,3,4.0,70,1,12,31,19,1013,35070,14
Chrysler,300,2015,6,292.0,6.0,0,3,4.0,70,1,12,31,19,1013,42395,14
Chrysler,300,2015,6,292.0,6.0,0,1,4.0,63,1,12,27,18,1013,34195,14
Chrysler,300,2015,6,292.0,6.0,0,1,4.0,63,1,12,27,18,1013,40570,14
Chrysler,300,2016,6,300.0,6.0,0,1,4.0,63,1,12,27,18,1013,38095,14
Chrysler,300,2016,6,300.0,6.0,0,3,4.0,70,1,12,31,19,1013,35595,14
Chrysler,300,2016,6,292.0,6.0,0,1,4.0,63,1,12,27,18,1013,45190,14
Chrysler,300,2016,6,292.0,6.0,0,3,4.0,63,1,12,31,19,1013,32260,14
Chrysler,300,2016,6,292.0,6.0,0,1,4.0,63,1,12,27,18,1013,37755,14
Chrysler,300,2016,6,292.0,6.0,0,1,4.0,63,1,12,27,18,1013,41055,14
Chrysler,300,2016,6,300.0,6.0,0,3,4.0,70,1,12,31,19,1013,36090,14
Chrysler,300,2016,6,292.0,6.0,0,3,4.0,70,1,12,31,19,1013,42690,14
Chrysler,300,2016,6,292.0,6.0,0,3,4.0,63,1,12,31,19,1013,38555,14
Chrysler,300,2016,6,292.0,6.0,0,3,4.0,63,1,12,31,19,1013,35255,14
Chrysler,300,2016,6,300.0,6.0,0,1,4.0,63,1,12,27,18,1013,38590,14
Chrysler,300,2016,6,292.0,6.0,0,1,4.0,63,1,12,27,18,1013,34760,14
Chrysler,300,2017,6,292.0,6.0,0,1,4.0,63,1,12,27,18,1013,41135,14
Chrysler,300,2017,6,292.0,6.0,0,1,4.0,63,1,12,27,18,1013,45270,14
Chrysler,300,2017,6,300.0,6.0,0,1,4.0,63,1,12,27,18,1013,38670,14
Chrysler,300,2017,6,292.0,6.0,0,3,4.0,70,1,12,30,19,1013,38635,14
Chrysler,300,2017,6,300.0,6.0,0,3,4.0,70,1,12,30,19,1013,36170,14
Chrysler,300,2017,6,300.0,6.0,0,1,4.0,63,1,12,27,18,1013,38175,14
Chrysler,300,2017,6,292.0,6.0,0,3,4.0,63,1,12,30,19,1013,32340,14
Chrysler,300,2017,6,292.0,6.0,0,3,4.0,70,1,12,30,19,1013,42770,14
Chrysler,300,2017,6,292.0,6.0,0,1,4.0,63,1,12,27,18,1013,34840,14
Chrysler,300,2017,6,300.0,6.0,0,3,4.0,70,1,12,30,19,1013,35675,14
Chrysler,300M,2002,7,250.0,6.0,0,2,4.0,70,1,12,24,16,1013,32065,17
Chrysler,300M,2002,7,250.0,6.0,0,2,4.0,70,1,12,24,16,1013,28540,17
Chrysler,300M,2003,7,255.0,6.0,0,2,4.0,70,1,12,25,16,1013,32315,17
Chrysler,300M,2003,6,250.0,6.0,0,2,4.0,70,1,12,25,16,1013,28885,17
Chrysler,300M,2004,6,250.0,6.0,0,2,4.0,70,1,12,25,16,1013,29185,17
Chrysler,300M,2004,7,255.0,6.0,0,2,4.0,70,1,12,25,16,1013,32615,17
Nissan,300ZX,1994,6,222.0,6.0,3,3,2.0,70,0,4,22,16,2009,2847,18
Nissan,300ZX,1994,6,222.0,6.0,3,3,2.0,70,0,5,22,16,2009,2488,18
Nissan,300ZX,1994,6,300.0,6.0,3,3,2.0,61,0,0,22,16,2009,2683,18
Nissan,300ZX,1994,6,222.0,6.0,3,3,2.0,70,0,5,22,16,2009,2553,18
Nissan,300ZX,1995,6,300.0,6.0,3,3,2.0,70,0,5,22,16,2009,3049,18
Nissan,300ZX,1995,6,222.0,6.0,3,3,2.0,70,0,5,22,17,2009,2774,18
Nissan,300ZX,1995,6,222.0,6.0,3,3,2.0,70,0,5,22,17,2009,2702,18
Nissan,300ZX,1995,6,222.0,6.0,3,3,2.0,70,0,4,22,17,2009,3101,18
Nissan,300ZX,1996,6,300.0,6.0,3,3,2.0,70,0,5,22,16,2009,3510,18
Nissan,300ZX,1996,6,222.0,6.0,3,3,2.0,70,0,5,22,17,2009,3107,18
Nissan,300ZX,1996,6,222.0,6.0,3,3,2.0,70,0,4,22,17,2009,3624,18
Nissan,300ZX,1996,6,222.0,6.0,3,3,2.0,70,0,5,22,17,2009,3185,18
Mazda,323,1992,6,82.0,4.0,3,2,2.0,51,0,0,33,25,586,2000,19
Mazda,323,1992,6,82.0,4.0,3,2,2.0,51,0,0,33,25,586,2000,19
Mazda,323,1993,6,82.0,4.0,3,2,2.0,51,0,0,33,25,586,2000,19
Mazda,323,1993,6,82.0,4.0,3,2,2.0,51,0,0,32,24,586,2000,19
Mazda,323,1994,6,82.0,4.0,3,2,2.0,51,0,0,33,25,586,2000,19
Mercedes-Benz,350-Class,1990,1,134.0,6.0,0,3,4.0,30,1,12,23,19,617,2144,20
Mercedes-Benz,350-Class,1990,1,134.0,6.0,0,3,4.0,30,1,12,23,19,617,2098,20
Mercedes-Benz,350-Class,1991,1,134.0,6.0,0,3,4.0,30,1,12,23,19,617,2178,20
Mercedes-Benz,350-Class,1991,1,134.0,6.0,0,3,4.0,30,1,12,23,19,617,2311,20
Nissan,350Z,2007,6,306.0,6.0,0,3,2.0,0,0,4,23,17,2009,36550,21
Nissan,350Z,2007,6,306.0,6.0,0,3,2.0,0,0,4,23,17,2009,41250,21
Nissan,350Z,2007,6,306.0,6.0,0,3,2.0,0,0,5,24,17,2009,30600,21
Nissan,350Z,2007,6,306.0,6.0,0,3,2.0,0,0,5,24,17,2009,37100,21
Nissan,350Z,2007,6,306.0,6.0,3,3,2.0,0,0,5,25,18,2009,27900,21
Nissan,350Z,2007,6,306.0,6.0,3,3,2.0,0,0,5,25,18,2009,32700,21
Nissan,350Z,2007,6,306.0,6.0,3,3,2.0,0,0,4,24,17,2009,40250,21
Nissan,350Z,2007,6,306.0,6.0,3,3,2.0,0,0,4,24,17,2009,35550,21
Nissan,350Z,2007,6,306.0,6.0,3,3,2.0,0,0,5,25,18,2009,36100,21
Nissan,350Z,2007,6,306.0,6.0,0,3,2.0,0,0,5,24,17,2009,33200,21
Nissan,350Z,2007,6,306.0,6.0,3,3,2.0,0,0,4,24,17,2009,37900,21
Nissan,350Z,2007,6,306.0,6.0,3,3,2.0,0,0,5,25,18,2009,29600,21
Nissan,350Z,2007,6,306.0,6.0,3,3,2.0,1,0,5,25,18,2009,38070,21
Nissan,350Z,2007,6,306.0,6.0,0,3,2.0,0,0,4,23,17,2009,38900,21
Nissan,350Z,2008,6,306.0,6.0,0,3,2.0,0,0,5,24,17,2009,33840,21
Nissan,350Z,2008,6,306.0,6.0,3,3,2.0,0,0,4,24,17,2009,38630,21
Nissan,350Z,2008,6,306.0,6.0,0,3,2.0,0,0,4,23,17,2009,39630,21
Nissan,350Z,2008,6,306.0,6.0,0,3,2.0,0,0,5,24,17,2009,37740,21
Nissan,350Z,2008,6,306.0,6.0,0,3,2.0,0,0,4,23,17,2009,41980,21
Nissan,350Z,2008,6,306.0,6.0,3,3,2.0,0,0,4,24,17,2009,36280,21
Nissan,350Z,2008,6,306.0,6.0,3,3,2.0,0,0,5,25,18,2009,36740,21
Nissan,350Z,2008,6,306.0,6.0,3,3,2.0,0,0,4,24,17,2009,40980,21
Nissan,350Z,2008,6,306.0,6.0,3,3,2.0,1,0,5,25,18,2009,38680,21
Nissan,350Z,2008,6,306.0,6.0,3,3,2.0,0,0,5,25,18,2009,28510,21
Nissan,350Z,2008,6,306.0,6.0,3,3,2.0,0,0,5,25,18,2009,30210,21
