fabricante,modelo,ano,combustivel,hp,cilindros,tipo_transmissao,tracao,num_portas,categoria,tamanho,estilo,km_por_l_estrada,km_por_l_cidade,popularidade,preco_venda,label
Chrysler,200,2017,3,184.0,4.0,0,2,4.0,42,2,12,36,23,1013,27795,10
Chrysler,200,2017,3,184.0,4.0,0,2,4.0,42,2,12,36,23,1013,21995,10
Chrysler,200,2017,3,184.0,4.0,0,2,4.0,42,2,12,36,23,1013,24490,10
Nissan,200SX,1996,6,115.0,4.0,3,2,2.0,63,0,5,36,26,2009,2000,33
Nissan,200SX,1996,6,115.0,4.0,3,2,2.0,63,0,5,36,26,2009,2000,33
Nissan,200SX,1996,6,140.0,4.0,3,2,2.0,70,0,5,29,21,2009,2000,33
Nissan,200SX,1997,6,140.0,4.0,3,2,2.0,70,0,5,29,21,2009,2000,33
Nissan,200SX,1997,6,115.0,4.0,3,2,2.0,63,0,5,35,25,2009,2000,33
Nissan,200SX,1997,6,115.0,4.0,3,2,2.0,63,0,5,35,25,2009,2000,33
Nissan,200SX,1998,6,115.0,4.0,3,2,2.0,63,0,5,35,25,2009,2000,33
Nissan,200SX,1998,6,115.0,4.0,3,2,2.0,63,0,5,35,25,2009,2000,33
Nissan,200SX,1998,6,140.0,4.0,3,2,2.0,70,0,5,28,20,2009,2073,33
Nissan,240SX,1996,6,155.0,4.0,3,3,2.0,70,0,5,26,19,2009,3713,33
Nissan,240SX,1996,6,155.0,4.0,3,3,2.0,70,0,5,26,19,2009,3520,33
Nissan,240SX,1997,6,155.0,4.0,3,3,2.0,70,0,5,26,19,2009,3910,33
Nissan,240SX,1997,6,155.0,4.0,3,3,2.0,70,0,5,26,19,2009,4182,33
Nissan,240SX,1997,6,155.0,4.0,3,3,2.0,70,0,5,26,19,2009,4107,33
Nissan,240SX,1998,6,155.0,4.0,3,3,2.0,70,0,5,25,20,2009,4299,33
Nissan,240SX,1998,6,155.0,4.0,3,3,2.0,70,0,5,25,20,2009,4693,33
Nissan,240SX,1998,6,155.0,4.0,3,3,2.0,70,0,5,25,20,2009,4107,33
Volvo,240,1991,6,114.0,4.0,3,3,4.0,64,2,15,26,19,870,2000,47
Volvo,240,1991,6,114.0,4.0,0,3,4.0,64,2,15,23,18,870,2000,47
Volvo,240,1991,6,114.0,4.0,3,3,4.0,64,2,12,26,19,870,2000,47
Volvo,240,1992,6,114.0,4.0,3,3,4.0,64,2,12,26,19,870,2000,47
Volvo,240,1992,6,114.0,4.0,3,3,4.0,64,2,15,26,19,870,2000,47
Volvo,240,1992,6,114.0,4.0,3,3,4.0,64,2,12,26,19,870,2000,47
Volvo,240,1993,6,114.0,4.0,3,3,4.0,64,2,12,26,19,870,2000,47
Volvo,240,1993,6,114.0,4.0,3,3,4.0,64,2,15,25,18,870,2000,47
Mazda,2,2012,6,100.0,4.0,3,2,4.0,51,0,2,35,29,586,16020,29
Mazda,2,2012,6,100.0,4.0,3,2,4.0,51,0,2,35,29,586,14530,29
Mazda,2,2012,6,100.0,4.0,0,2,4.0,51,0,2,34,28,586,16860,29
Mazda,2,2012,6,100.0,4.0,0,2,4.0,51,0,2,34,28,586,15370,29
Mazda,2,2013,6,100.0,4.0,0,2,4.0,51,0,2,34,28,586,17050,29
Mazda,2,2013,6,100.0,4.0,0,2,4.0,51,0,2,34,28,586,15560,29
Mazda,2,2013,6,100.0,4.0,3,2,4.0,51,0,2,35,29,586,16210,29
Mazda,2,2013,6,100.0,4.0,3,2,4.0,51,0,2,35,29,586,14720,29
Mazda,2,2014,6,100.0,4.0,0,2,4.0,51,0,2,34,28,586,17050,29
Mazda,2,2014,6,100.0,4.0,0,2,4.0,51,0,2,34,28,586,15560,29
Mazda,2,2014,6,100.0,4.0,3,2,4.0,51,0,2,35,29,586,16210,29
Mazda,2,2014,6,100.0,4.0,3,2,4.0,51,0,2,35,29,586,14720,29
BMW,3 Series Gran Turismo,2015,7,300.0,6.0,0,1,4.0,60,2,2,30,20,3916,47250,4
BMW,3 Series Gran Turismo,2015,7,240.0,4.0,0,1,4.0,58,2,2,33,22,3916,41850,4
BMW,3 Series Gran Turismo,2015,7,240.0,4.0,0,1,4.0,58,2,2,33,22,3916,41850,4
BMW,3 Series Gran Turismo,2016,7,240.0,4.0,0,1,4.0,58,2,2,34,22,3916,43000,4
BMW,3 Series Gran Turismo,2016,7,300.0,6.0,0,1,4.0,60,2,2,30,20,3916,49200,4
BMW,3 Series Gran Turismo,2017,7,320.0,6.0,0,1,4.0,60,2,2,30,20,3916,49650,4
BMW,3 Series Gran Turismo,2017,7,248.0,4.0,0,1,4.0,58,2,2,33,23,3916,43950,4
BMW,3 Series,2015,7,241.0,4.0,0,1,4.0,64,2,15,33,22,3916,41950,4
BMW,3 Series,2015,7,335.0,6.0,0,3,4.0,66,2,12,33,25,3916,50150,4
BMW,3 Series,2015,7,240.0,4.0,0,3,4.0,68,2,12,35,23,3916,37500,4
BMW,3 Series,2015,7,300.0,6.0,0,3,4.0,65,2,12,32,21,3916,43750,4
BMW,3 Series,2015,1,180.0,4.0,0,3,4.0,30,2,12,45,32,3916,39000,4
BMW,3 Series,2015,7,240.0,4.0,0,1,4.0,64,2,12,33,22,3916,39500,4
BMW,3 Series,2015,7,240.0,4.0,0,1,4.0,64,2,12,33,22,3916,39500,4
BMW,3 Series,2015,7,180.0,4.0,0,1,4.0,64,2,12,35,23,3916,34950,4
BMW,3 Series,2015,7,300.0,6.0,0,1,4.0,68,2,12,30,20,3916,45750,4
BMW,3 Series,2015,1,180.0,4.0,0,1,4.0,30,2,15,43,31,3916,43450,4
BMW,3 Series,2015,7,240.0,4.0,0,3,4.0,68,2,12,35,23,3916,37500,4
BMW,3 Series,2015,1,180.0,4.0,0,1,4.0,30,2,12,43,31,3916,41000,4
BMW,3 Series,2015,7,180.0,4.0,0,3,4.0,64,2,12,36,24,3916,32950,4
BMW,3 Series,2016,1,180.0,4.0,0,1,4.0,30,2,12,40,30,3916,41850,4
BMW,3 Series,2016,7,320.0,6.0,0,1,4.0,65,2,12,33,22,3916,47800,4
BMW,3 Series,2016,1,180.0,4.0,0,3,4.0,30,2,12,42,32,3916,39850,4
BMW,3 Series,2016,7,240.0,4.0,0,3,4.0,68,2,12,34,22,3916,38350,4
BMW,3 Series,2016,7,240.0,4.0,0,1,4.0,64,2,12,34,22,3916,40350,4
BMW,3 Series,2016,7,240.0,4.0,3,3,4.0,68,2,12,34,22,3916,38350,4
BMW,3 Series,2016,7,240.0,4.0,0,1,4.0,64,2,15,34,22,3916,42650,4
BMW,3 Series,2016,7,180.0,4.0,0,3,4.0,64,2,12,36,24,3916,33150,4
BMW,3 Series,2016,7,180.0,4.0,0,1,4.0,64,2,12,35,23,3916,35150,4
BMW,3 Series,2016,1,180.0,4.0,0,1,4.0,30,2,15,40,30,3916,44150,4
BMW,3 Series,2016,7,320.0,6.0,0,3,4.0,65,2,12,33,22,3916,45800,4
BMW,3 Series,2017,5,248.0,4.0,0,3,4.0,68,2,12,34,23,3916,38750,4
BMW,3 Series,2017,5,180.0,4.0,0,1,4.0,64,2,12,34,23,3916,35450,4
BMW,3 Series,2017,5,180.0,4.0,0,3,4.0,64,2,12,35,23,3916,33450,4
BMW,3 Series,2017,5,248.0,4.0,0,1,4.0,64,2,12,33,23,3916,40750,4
BMW,3 Series,2017,1,180.0,4.0,0,1,4.0,30,2,12,40,30,3916,42250,4
BMW,3 Series,2017,5,248.0,4.0,0,1,4.0,64,2,15,33,23,3916,42950,4
BMW,3 Series,2017,1,180.0,4.0,0,3,4.0,30,2,12,42,32,3916,40250,4
BMW,3 Series,2017,5,320.0,6.0,0,1,4.0,68,2,12,31,21,3916,49900,4
BMW,3 Series,2017,5,320.0,6.0,0,3,4.0,65,2,12,32,21,3916,47900,4
BMW,3 Series,2017,1,180.0,4.0,0,1,4.0,30,2,15,40,30,3916,44450,4
Mercedes-Benz,300-Class,1991,6,177.0,6.0,0,3,4.0,64,1,12,19,15,617,2232,31
Mercedes-Benz,300-Class,1991,6,177.0,6.0,0,3,4.0,64,2,15,20,15,617,2000,31
Mercedes-Benz,300-Class,1991,6,158.0,6.0,0,3,4.0,64,2,12,22,17,617,2000,31
Mercedes-Benz,300-Class,1991,6,177.0,6.0,0,1,4.0,64,2,12,20,15,617,2105,31
Mercedes-Benz,300-Class,1991,6,177.0,6.0,0,1,4.0,64,2,15,18,15,617,2199,31
Mercedes-Benz,300-Class,1991,6,177.0,6.0,0,3,4.0,64,2,12,22,16,617,2000,31
Mercedes-Benz,300-Class,1991,6,177.0,6.0,0,3,4.0,64,1,12,19,15,617,2124,31
Mercedes-Benz,300-Class,1991,6,228.0,6.0,3,3,2.0,68,0,4,21,14,617,3552,31
Mercedes-Benz,300-Class,1991,6,217.0,6.0,0,3,2.0,64,2,5,22,15,617,2179,31
Mercedes-Benz,300-Class,1991,1,121.0,5.0,0,3,4.0,30,2,12,30,23,617,2000,31
Mercedes-Benz,300-Class,1992,1,121.0,5.0,0,3,4.0,30,2,12,29,23,617,2000,31
Mercedes-Benz,300-Class,1992,6,228.0,6.0,0,3,4.0,64,1,12,17,14,617,2377,31
Mercedes-Benz,300-Class,1992,6,228.0,6.0,3,3,2.0,68,0,4,21,15,617,3814,31
Mercedes-Benz,300-Class,1992,6,177.0,6.0,0,1,4.0,64,2,12,19,15,617,2207,31
Mercedes-Benz,300-Class,1992,6,177.0,6.0,0,3,4.0,64,2,15,20,15,617,2000,31
Mercedes-Benz,300-Class,1992,6,217.0,6.0,0,3,2.0,64,2,5,21,15,617,2248,31
Mercedes-Benz,300-Class,1992,6,177.0,6.0,0,3,4.0,64,2,12,22,16,617,2065,31
Mercedes-Benz,300-Class,1992,1,148.0,6.0,0,3,4.0,30,1,12,22,18,617,2547,31
Mercedes-Benz,300-Class,1992,6,177.0,6.0,0,1,4.0,64,2,15,18,15,617,2282,31
Mercedes-Benz,300-Class,1992,6,158.0,6.0,0,3,4.0,64,2,12,23,18,617,2000,31
Mercedes-Benz,300-Class,1993,6,177.0,6.0,0,1,4.0,64,2,15,19,15,617,2544,31
Mercedes-Benz,300-Class,1993,6,217.0,6.0,0,3,2.0,64,2,5,22,17,617,2397,31
Mercedes-Benz,300-Class,1993,1,121.0,5.0,0,3,4.0,30,2,12,30,23,617,2000,31
Mercedes-Benz,300-Class,1993,6,228.0,6.0,3,3,2.0,68,0,4,21,14,617,4174,31
Mercedes-Benz,300-Class,1993,6,217.0,6.0,0,3,4.0,64,2,12,22,17,617,2187,31
Mercedes-Benz,300-Class,1993,1,148.0,6.0,0,3,4.0,30,1,12,22,18,617,2729,31
Mercedes-Benz,300-Class,1993,6,177.0,6.0,0,1,4.0,64,2,12,19,15,617,2433,31
Mercedes-Benz,300-Class,1993,6,194.0,6.0,0,3,4.0,64,2,12,23,17,617,2247,31
Mercedes-Benz,300-Class,1993,6,228.0,6.0,0,3,4.0,64,1,12,18,14,617,2540,31
Mitsubishi,3000GT,1997,6,218.0,6.0,3,2,2.0,61,0,0,23,17,436,3941,32
Mitsubishi,3000GT,1997,6,161.0,6.0,3,2,2.0,51,0,0,22,17,436,3295,32
Mitsubishi,3000GT,1997,6,320.0,6.0,3,1,2.0,54,0,0,22,16,436,6008,32
Mitsubishi,3000GT,1998,6,320.0,6.0,3,1,2.0,54,0,0,22,16,436,6710,32
Mitsubishi,3000GT,1998,6,161.0,6.0,3,2,2.0,51,0,0,22,17,436,3701,32
Mitsubishi,3000GT,1998,6,218.0,6.0,3,2,2.0,61,0,0,23,17,436,4671,32
Mitsubishi,3000GT,1999,6,218.0,6.0,3,2,2.0,61,0,0,23,17,436,5306,32
Mitsubishi,3000GT,1999,6,320.0,6.0,3,1,2.0,54,0,0,22,16,436,7600,32
Mitsubishi,3000GT,1999,6,161.0,6.0,3,2,2.0,51,0,0,22,17,436,4090,32
Chrysler,300,2015,6,300.0,6.0,0,1,4.0,63,1,12,27,18,1013,37570,10
Chrysler,300,2015,6,292.0,6.0,0,3,4.0,63,1,12,31,19,1013,31695,10
Chrysler,300,2015,6,292.0,6.0,0,3,4.0,63,1,12,31,19,1013,38070,10
Chrysler,300,2015,6,292.0,6.0,0,1,4.0,63,1,12,27,18,1013,44895,10
Chrysler,300,2015,6,300.0,6.0,0,3,4.0,70,1,12,31,19,1013,35070,10
Chrysler,300,2015,6,292.0,6.0,0,3,4.0,70,1,12,31,19,1013,42395,10
Chrysler,300,2015,6,292.0,6.0,0,1,4.0,63,1,12,27,18,1013,34195,10
Chrysler,300,2015,6,292.0,6.0,0,1,4.0,63,1,12,27,18,1013,40570,10
Chrysler,300,2016,6,300.0,6.0,0,1,4.0,63,1,12,27,18,1013,38095,10
Chrysler,300,2016,6,300.0,6.0,0,3,4.0,70,1,12,31,19,1013,35595,10
Chrysler,300,2016,6,292.0,6.0,0,1,4.0,63,1,12,27,18,1013,45190,10
Chrysler,300,2016,6,292.0,6.0,0,3,4.0,63,1,12,31,19,1013,32260,10
Chrysler,300,2016,6,292.0,6.0,0,1,4.0,63,1,12,27,18,1013,37755,10
Chrysler,300,2016,6,292.0,6.0,0,1,4.0,63,1,12,27,18,1013,41055,10
Chrysler,300,2016,6,300.0,6.0,0,3,4.0,70,1,12,31,19,1013,36090,10
Chrysler,300,2016,6,292.0,6.0,0,3,4.0,70,1,12,31,19,1013,42690,10
Chrysler,300,2016,6,292.0,6.0,0,3,4.0,63,1,12,31,19,1013,38555,10
Chrysler,300,2016,6,292.0,6.0,0,3,4.0,63,1,12,31,19,1013,35255,10
Chrysler,300,2016,6,300.0,6.0,0,1,4.0,63,1,12,27,18,1013,38590,10
Chrysler,300,2016,6,292.0,6.0,0,1,4.0,63,1,12,27,18,1013,34760,10
Chrysler,300,2017,6,292.0,6.0,0,1,4.0,63,1,12,27,18,1013,41135,10
Chrysler,300,2017,6,292.0,6.0,0,1,4.0,63,1,12,27,18,1013,45270,10
Chrysler,300,2017,6,300.0,6.0,0,1,4.0,63,1,12,27,18,1013,38670,10
Chrysler,300,2017,6,292.0,6.0,0,3,4.0,70,1,12,30,19,1013,38635,10
Chrysler,300,2017,6,300.0,6.0,0,3,4.0,70,1,12,30,19,1013,36170,10
Chrysler,300,2017,6,300.0,6.0,0,1,4.0,63,1,12,27,18,1013,38175,10
Chrysler,300,2017,6,292.0,6.0,0,3,4.0,63,1,12,30,19,1013,32340,10
Chrysler,300,2017,6,292.0,6.0,0,3,4.0,70,1,12,30,19,1013,42770,10
Chrysler,300,2017,6,292.0,6.0,0,1,4.0,63,1,12,27,18,1013,34840,10
Chrysler,300,2017,6,300.0,6.0,0,3,4.0,70,1,12,30,19,1013,35675,10
Chrysler,300M,2002,7,250.0,6.0,0,2,4.0,70,1,12,24,16,1013,32065,10
Chrysler,300M,2002,7,250.0,6.0,0,2,4.0,70,1,12,24,16,1013,28540,10
Chrysler,300M,2003,7,255.0,6.0,0,2,4.0,70,1,12,25,16,1013,32315,10
Chrysler,300M,2003,6,250.0,6.0,0,2,4.0,70,1,12,25,16,1013,28885,10
Chrysler,300M,2004,6,250.0,6.0,0,2,4.0,70,1,12,25,16,1013,29185,10
Chrysler,300M,2004,7,255.0,6.0,0,2,4.0,70,1,12,25,16,1013,32615,10
Nissan,300ZX,1994,6,222.0,6.0,3,3,2.0,70,0,4,22,16,2009,2847,33
Nissan,300ZX,1994,6,222.0,6.0,3,3,2.0,70,0,5,22,16,2009,2488,33
Nissan,300ZX,1994,6,300.0,6.0,3,3,2.0,61,0,0,22,16,2009,2683,33
Nissan,300ZX,1994,6,222.0,6.0,3,3,2.0,70,0,5,22,16,2009,2553,33
Nissan,300ZX,1995,6,300.0,6.0,3,3,2.0,70,0,5,22,16,2009,3049,33
Nissan,300ZX,1995,6,222.0,6.0,3,3,2.0,70,0,5,22,17,2009,2774,33
Nissan,300ZX,1995,6,222.0,6.0,3,3,2.0,70,0,5,22,17,2009,2702,33
Nissan,300ZX,1995,6,222.0,6.0,3,3,2.0,70,0,4,22,17,2009,3101,33
Nissan,300ZX,1996,6,300.0,6.0,3,3,2.0,70,0,5,22,16,2009,3510,33
Nissan,300ZX,1996,6,222.0,6.0,3,3,2.0,70,0,5,22,17,2009,3107,33
Nissan,300ZX,1996,6,222.0,6.0,3,3,2.0,70,0,4,22,17,2009,3624,33
Nissan,300ZX,1996,6,222.0,6.0,3,3,2.0,70,0,5,22,17,2009,3185,33
Mazda,323,1992,6,82.0,4.0,3,2,2.0,51,0,0,33,25,586,2000,29
Mazda,323,1992,6,82.0,4.0,3,2,2.0,51,0,0,33,25,586,2000,29
Mazda,323,1993,6,82.0,4.0,3,2,2.0,51,0,0,33,25,586,2000,29
Mazda,323,1993,6,82.0,4.0,3,2,2.0,51,0,0,32,24,586,2000,29
Mazda,323,1994,6,82.0,4.0,3,2,2.0,51,0,0,33,25,586,2000,29
Mercedes-Benz,350-Class,1990,1,134.0,6.0,0,3,4.0,30,1,12,23,19,617,2144,31
Mercedes-Benz,350-Class,1990,1,134.0,6.0,0,3,4.0,30,1,12,23,19,617,2098,31
Mercedes-Benz,350-Class,1991,1,134.0,6.0,0,3,4.0,30,1,12,23,19,617,2178,31
Mercedes-Benz,350-Class,1991,1,134.0,6.0,0,3,4.0,30,1,12,23,19,617,2311,31
Nissan,350Z,2007,6,306.0,6.0,0,3,2.0,0,0,4,23,17,2009,36550,33
Nissan,350Z,2007,6,306.0,6.0,0,3,2.0,0,0,4,23,17,2009,41250,33
Nissan,350Z,2007,6,306.0,6.0,0,3,2.0,0,0,5,24,17,2009,30600,33
Nissan,350Z,2007,6,306.0,6.0,0,3,2.0,0,0,5,24,17,2009,37100,33
Nissan,350Z,2007,6,306.0,6.0,3,3,2.0,0,0,5,25,18,2009,27900,33
Nissan,350Z,2007,6,306.0,6.0,3,3,2.0,0,0,5,25,18,2009,32700,33
Nissan,350Z,2007,6,306.0,6.0,3,3,2.0,0,0,4,24,17,2009,40250,33
Nissan,350Z,2007,6,306.0,6.0,3,3,2.0,0,0,4,24,17,2009,35550,33
Nissan,350Z,2007,6,306.0,6.0,3,3,2.0,0,0,5,25,18,2009,36100,33
Nissan,350Z,2007,6,306.0,6.0,0,3,2.0,0,0,5,24,17,2009,33200,33
Nissan,350Z,2007,6,306.0,6.0,3,3,2.0,0,0,4,24,17,2009,37900,33
Nissan,350Z,2007,6,306.0,6.0,3,3,2.0,0,0,5,25,18,2009,29600,33
Nissan,350Z,2007,6,306.0,6.0,3,3,2.0,1,0,5,25,18,2009,38070,33
Nissan,350Z,2007,6,306.0,6.0,0,3,2.0,0,0,4,23,17,2009,38900,33
Nissan,350Z,2008,6,306.0,6.0,0,3,2.0,0,0,5,24,17,2009,33840,33
Nissan,350Z,2008,6,306.0,6.0,3,3,2.0,0,0,4,24,17,2009,38630,33
Nissan,350Z,2008,6,306.0,6.0,0,3,2.0,0,0,4,23,17,2009,39630,33
Nissan,350Z,2008,6,306.0,6.0,0,3,2.0,0,0,5,24,17,2009,37740,33
Nissan,350Z,2008,6,306.0,6.0,0,3,2.0,0,0,4,23,17,2009,41980,33
Nissan,350Z,2008,6,306.0,6.0,3,3,2.0,0,0,4,24,17,2009,36280,33
Nissan,350Z,2008,6,306.0,6.0,3,3,2.0,0,0,5,25,18,2009,36740,33
Nissan,350Z,2008,6,306.0,6.0,3,3,2.0,0,0,4,24,17,2009,40980,33
Nissan,350Z,2008,6,306.0,6.0,3,3,2.0,1,0,5,25,18,2009,38680,33
Nissan,350Z,2008,6,306.0,6.0,3,3,2.0,0,0,5,25,18,2009,28510,33
Nissan,350Z,2008,6,306.0,6.0,3,3,2.0,0,0,5,25,18,2009,30210,33
