fabricante,modelo,ano,combustivel,hp,cilindros,tipo_transmissao,tracao,num_portas,categoria,tamanho,estilo,km_por_l_estrada,km_por_l_cidade,popularidade,preco_venda,label
Mercedes-Benz,190-Class,1991,gasolina comum,130.0,4.0,MANUAL,tracao_traseira,4.0,Luxo,compacto,Sedan,26,18,617,2000,Mercedes-Benz 190-Class
Mercedes-Benz,190-Class,1991,gasolina comum,158.0,6.0,MANUAL,tracao_traseira,4.0,Luxo,compacto,Sedan,25,17,617,2000,Mercedes-Benz 190-Class
Mercedes-Benz,190-Class,1992,gasolina comum,158.0,6.0,MANUAL,tracao_traseira,4.0,Luxo,compacto,Sedan,25,17,617,2000,Mercedes-Benz 190-Class
Mercedes-Benz,190-Class,1992,gasolina comum,130.0,4.0,MANUAL,tracao_traseira,4.0,Luxo,compacto,Sedan,26,18,617,2000,Mercedes-Benz 190-Class
Mercedes-Benz,190-Class,1993,gasolina comum,130.0,4.0,MANUAL,tracao_traseira,4.0,Luxo,compacto,Sedan,26,18,617,2000,Mercedes-Benz 190-Class
Mercedes-Benz,190-Class,1993,gasolina comum,158.0,6.0,MANUAL,tracao_traseira,4.0,Luxo,compacto,Sedan,25,17,617,2000,Mercedes-Benz 190-Class
BMW,2 Series,2016,gasolina premium,240.0,4.0,AUTOMATICO,tracao_traseira,2.0,"Luxo,Performance",compacto,Cupê,35,23,3916,32850,BMW 2 Series
BMW,2 Series,2016,gasolina premium,240.0,4.0,AUTOMATICO,tracao_traseira,2.0,Luxo,compacto,Conversível,34,23,3916,38650,BMW 2 Series
BMW,2 Series,2016,gasolina premium,320.0,6.0,AUTOMATICO,tracao_traseira,2.0,"Audio de Fabrica,Luxo,Alta-Performance",compacto,Conversível,31,20,3916,48750,BMW 2 Series
BMW,2 Series,2016,gasolina premium,240.0,4.0,AUTOMATICO,quatro_por_quatro AWD,2.0,"Luxo,Performance",compacto,Cupê,35,23,3916,34850,BMW 2 Series
BMW,2 Series,2016,gasolina premium,240.0,4.0,AUTOMATICO,quatro_por_quatro AWD,2.0,Luxo,compacto,Conversível,34,22,3916,40650,BMW 2 Series
BMW,2 Series,2016,gasolina premium,320.0,6.0,AUTOMATICO,tracao_traseira,2.0,"Audio de Fabrica,Luxo,Alta-Performance",compacto,Cupê,31,20,3916,44150,BMW 2 Series
BMW,2 Series,2016,gasolina premium,240.0,4.0,MANUAL,tracao_traseira,2.0,"Luxo,Performance",compacto,Cupê,34,22,3916,32850,BMW 2 Series
BMW,2 Series,2016,gasolina premium,320.0,6.0,AUTOMATICO,quatro_por_quatro AWD,2.0,"Audio de Fabrica,Luxo,Alta-Performance",compacto,Cupê,30,20,3916,46150,BMW 2 Series
BMW,2 Series,2016,gasolina premium,320.0,6.0,AUTOMATICO,tracao_traseira,2.0,"Audio de Fabrica,Luxo,Alta-Performance",compacto,Conversível,30,20,3916,50750,BMW 2 Series
BMW,2 Series,2017,gasolina aditivada,335.0,6.0,AUTOMATICO,quatro_por_quatro AWD,2.0,"Audio de Fabrica,Luxo,Alta-Performance",compacto,Cupê,31,21,3916,46450,BMW 2 Series
BMW,2 Series,2017,gasolina aditivada,335.0,6.0,AUTOMATICO,tracao_traseira,2.0,"Audio de Fabrica,Luxo,Alta-Performance",compacto,Conversível,32,21,3916,49050,BMW 2 Series
BMW,2 Series,2017,gasolina aditivada,335.0,6.0,AUTOMATICO,quatro_por_quatro AWD,2.0,"Audio de Fabrica,Luxo,Alta-Performance",compacto,Conversível,32,21,3916,51050,BMW 2 Series
BMW,2 Series,2017,gasolina aditivada,335.0,6.0,AUTOMATICO,tracao_traseira,2.0,"Audio de Fabrica,Luxo,Alta-Performance",compacto,Cupê,32,21,3916,44450,BMW 2 Series
BMW,2 Series,2017,gasolina aditivada,248.0,4.0,AUTOMATICO,tracao_traseira,2.0,"Luxo,Performance",compacto,Conversível,34,23,3916,38950,BMW 2 Series
BMW,2 Series,2017,gasolina aditivada,248.0,4.0,AUTOMATICO,tracao_traseira,2.0,"Luxo,Performance",compacto,Cupê,35,24,3916,33150,BMW 2 Series
BMW,2 Series,2017,gasolina aditivada,248.0,4.0,AUTOMATICO,quatro_por_quatro AWD,2.0,"Luxo,Performance",compacto,Cupê,33,24,3916,35150,BMW 2 Series
BMW,2 Series,2017,gasolina aditivada,248.0,4.0,AUTOMATICO,quatro_por_quatro AWD,2.0,Luxo,compacto,Conversível,33,23,3916,40950,BMW 2 Series
Audi,200,1990,gasolina comum,162.0,5.0,AUTOMATICO,tracao_dianteira,4.0,Luxo,regular,Sedan,20,16,3105,2000,Audi 200
Audi,200,1990,gasolina comum,162.0,5.0,MANUAL,quatro_por_quatro AWD,4.0,Luxo,regular,Wagon,22,15,3105,2000,Audi 200
Audi,200,1990,gasolina comum,162.0,5.0,MANUAL,quatro_por_quatro AWD,4.0,Luxo,regular,Sedan,23,15,3105,2000,Audi 200
Audi,200,1991,gasolina comum,217.0,5.0,MANUAL,quatro_por_quatro AWD,4.0,"Luxo,Performance",regular,Sedan,22,16,3105,2000,Audi 200
Audi,200,1991,gasolina comum,217.0,5.0,MANUAL,quatro_por_quatro AWD,4.0,"Luxo,Performance",regular,Wagon,22,16,3105,2000,Audi 200
Audi,200,1991,gasolina comum,162.0,5.0,AUTOMATICO,tracao_dianteira,4.0,Luxo,regular,Sedan,20,16,3105,2000,Audi 200
Chrysler,200,2015,flex,184.0,4.0,AUTOMATICO,tracao_dianteira,4.0,Flex,regular,Sedan,36,23,1013,25170,Chrysler 200
Chrysler,200,2015,flex,184.0,4.0,AUTOMATICO,tracao_dianteira,4.0,Flex,regular,Sedan,36,23,1013,23950,Chrysler 200
Chrysler,200,2015,flex,295.0,6.0,AUTOMATICO,quatro_por_quatro AWD,4.0,"Flex,Performance",regular,Sedan,29,18,1013,29370,Chrysler 200
Chrysler,200,2015,flex,184.0,4.0,AUTOMATICO,tracao_dianteira,4.0,Flex,regular,Sedan,36,23,1013,21995,Chrysler 200
Chrysler,200,2015,flex,184.0,4.0,AUTOMATICO,tracao_dianteira,4.0,"Flex,Performance",regular,Sedan,36,23,1013,26625,Chrysler 200
Chrysler,200,2015,flex,295.0,6.0,AUTOMATICO,quatro_por_quatro AWD,4.0,"Flex,Performance",regular,Sedan,29,18,1013,30825,Chrysler 200
Chrysler,200,2016,flex,184.0,4.0,AUTOMATICO,tracao_dianteira,4.0,Flex,regular,Sedan,36,23,1013,21995,Chrysler 200
Chrysler,200,2016,flex,184.0,4.0,AUTOMATICO,tracao_dianteira,4.0,Flex,regular,Sedan,36,23,1013,27795,Chrysler 200
Chrysler,200,2016,flex,295.0,6.0,AUTOMATICO,quatro_por_quatro AWD,4.0,"Flex,Performance",regular,Sedan,29,18,1013,31785,Chrysler 200
Chrysler,200,2016,flex,295.0,6.0,AUTOMATICO,quatro_por_quatro AWD,4.0,"Flex,Performance",regular,Sedan,29,18,1013,29905,Chrysler 200
Chrysler,200,2016,flex,184.0,4.0,AUTOMATICO,tracao_dianteira,4.0,Flex,regular,Sedan,36,23,1013,22490,Chrysler 200
Chrysler,200,2016,flex,184.0,4.0,AUTOMATICO,tracao_dianteira,4.0,Flex,regular,Sedan,36,23,1013,27570,Chrysler 200
Chrysler,200,2016,flex,184.0,4.0,AUTOMATICO,tracao_dianteira,4.0,Flex,regular,Sedan,36,23,1013,25690,Chrysler 200
Chrysler,200,2016,flex,184.0,4.0,AUTOMATICO,tracao_dianteira,4.0,Flex,regular,Sedan,36,23,1013,24490,Chrysler 200
Chrysler,200,2017,flex,295.0,6.0,AUTOMATICO,quatro_por_quatro AWD,4.0,"Flex,Performance",regular,Sedan,28,18,1013,29905,Chrysler 200
Chrysler,200,2017,flex,295.0,6.0,AUTOMATICO,quatro_por_quatro AWD,4.0,"Flex,Performance",regular,Sedan,28,18,1013,31785,Chrysler 200
Chrysler,200,2017,flex,184.0,4.0,AUTOMATICO,tracao_dianteira,4.0,Flex,regular,Sedan,36,23,1013,26685,Chrysler 200
Chrysler,200,2017,flex,184.0,4.0,AUTOMATICO,tracao_dianteira,4.0,Flex,regular,Sedan,36,23,1013,22490,Chrysler 200
Chrysler,200,2017,flex,184.0,4.0,AUTOMATICO,tracao_dianteira,4.0,Flex,regular,Sedan,36,23,1013,25690,Chrysler 200
Chrysler,200,2017,flex,295.0,6.0,AUTOMATICO,quatro_por_quatro AWD,4.0,"Flex,Performance",regular,Sedan,28,18,1013,30900,Chrysler 200
Chrysler,200,2017,flex,184.0,4.0,AUTOMATICO,tracao_dianteira,4.0,Flex,regular,Sedan,36,23,1013,27795,Chrysler 200
Chrysler,200,2017,flex,184.0,4.0,AUTOMATICO,tracao_dianteira,4.0,Flex,regular,Sedan,36,23,1013,21995,Chrysler 200
Chrysler,200,2017,flex,184.0,4.0,AUTOMATICO,tracao_dianteira,4.0,Flex,regular,Sedan,36,23,1013,24490,Chrysler 200
Nissan,200SX,1996,gasolina comum,115.0,4.0,MANUAL,tracao_dianteira,2.0,INDEFINIDO,compacto,Cupê,36,26,2009,2000,Nissan 200SX
Nissan,200SX,1996,gasolina comum,115.0,4.0,MANUAL,tracao_dianteira,2.0,INDEFINIDO,compacto,Cupê,36,26,2009,2000,Nissan 200SX
Nissan,200SX,1996,gasolina comum,140.0,4.0,MANUAL,tracao_dianteira,2.0,Performance,compacto,Cupê,29,21,2009,2000,Nissan 200SX
Nissan,200SX,1997,gasolina comum,140.0,4.0,MANUAL,tracao_dianteira,2.0,Performance,compacto,Cupê,29,21,2009,2000,Nissan 200SX
Nissan,200SX,1997,gasolina comum,115.0,4.0,MANUAL,tracao_dianteira,2.0,INDEFINIDO,compacto,Cupê,35,25,2009,2000,Nissan 200SX
Nissan,200SX,1997,gasolina comum,115.0,4.0,MANUAL,tracao_dianteira,2.0,INDEFINIDO,compacto,Cupê,35,25,2009,2000,Nissan 200SX
Nissan,200SX,1998,gasolina comum,115.0,4.0,MANUAL,tracao_dianteira,2.0,INDEFINIDO,compacto,Cupê,35,25,2009,2000,Nissan 200SX
Nissan,200SX,1998,gasolina comum,115.0,4.0,MANUAL,tracao_dianteira,2.0,INDEFINIDO,compacto,Cupê,35,25,2009,2000,Nissan 200SX
Nissan,200SX,1998,gasolina comum,140.0,4.0,MANUAL,tracao_dianteira,2.0,Performance,compacto,Cupê,28,20,2009,2073,Nissan 200SX
Nissan,240SX,1996,gasolina comum,155.0,4.0,MANUAL,tracao_traseira,2.0,Performance,compacto,Cupê,26,19,2009,3713,Nissan 240SX
Nissan,240SX,1996,gasolina comum,155.0,4.0,MANUAL,tracao_traseira,2.0,Performance,compacto,Cupê,26,19,2009,3520,Nissan 240SX
Nissan,240SX,1997,gasolina comum,155.0,4.0,MANUAL,tracao_traseira,2.0,Performance,compacto,Cupê,26,19,2009,3910,Nissan 240SX
Nissan,240SX,1997,gasolina comum,155.0,4.0,MANUAL,tracao_traseira,2.0,Performance,compacto,Cupê,26,19,2009,4182,Nissan 240SX
Nissan,240SX,1997,gasolina comum,155.0,4.0,MANUAL,tracao_traseira,2.0,Performance,compacto,Cupê,26,19,2009,4107,Nissan 240SX
Nissan,240SX,1998,gasolina comum,155.0,4.0,MANUAL,tracao_traseira,2.0,Performance,compacto,Cupê,25,20,2009,4299,Nissan 240SX
Nissan,240SX,1998,gasolina comum,155.0,4.0,MANUAL,tracao_traseira,2.0,Performance,compacto,Cupê,25,20,2009,4693,Nissan 240SX
Nissan,240SX,1998,gasolina comum,155.0,4.0,MANUAL,tracao_traseira,2.0,Performance,compacto,Cupê,25,20,2009,4107,Nissan 240SX
Volvo,240,1991,gasolina comum,114.0,4.0,MANUAL,tracao_traseira,4.0,Luxo,regular,Wagon,26,19,870,2000,Volvo 240
Volvo,240,1991,gasolina comum,114.0,4.0,AUTOMATICO,tracao_traseira,4.0,Luxo,regular,Wagon,23,18,870,2000,Volvo 240
Volvo,240,1991,gasolina comum,114.0,4.0,MANUAL,tracao_traseira,4.0,Luxo,regular,Sedan,26,19,870,2000,Volvo 240
Volvo,240,1992,gasolina comum,114.0,4.0,MANUAL,tracao_traseira,4.0,Luxo,regular,Sedan,26,19,870,2000,Volvo 240
Volvo,240,1992,gasolina comum,114.0,4.0,MANUAL,tracao_traseira,4.0,Luxo,regular,Wagon,26,19,870,2000,Volvo 240
Volvo,240,1992,gasolina comum,114.0,4.0,MANUAL,tracao_traseira,4.0,Luxo,regular,Sedan,26,19,870,2000,Volvo 240
Volvo,240,1993,gasolina comum,114.0,4.0,MANUAL,tracao_traseira,4.0,Luxo,regular,Sedan,26,19,870,2000,Volvo 240
Volvo,240,1993,gasolina comum,114.0,4.0,MANUAL,tracao_traseira,4.0,Luxo,regular,Wagon,25,18,870,2000,Volvo 240
Mazda,2,2012,gasolina comum,100.0,4.0,MANUAL,tracao_dianteira,4.0,Hatch,compacto,4dr Hatchback,35,29,586,16020,Mazda 2
Mazda,2,2012,gasolina comum,100.0,4.0,MANUAL,tracao_dianteira,4.0,Hatch,compacto,4dr Hatchback,35,29,586,14530,Mazda 2
Mazda,2,2012,gasolina comum,100.0,4.0,AUTOMATICO,tracao_dianteira,4.0,Hatch,compacto,4dr Hatchback,34,28,586,16860,Mazda 2
Mazda,2,2012,gasolina comum,100.0,4.0,AUTOMATICO,tracao_dianteira,4.0,Hatch,compacto,4dr Hatchback,34,28,586,15370,Mazda 2
Mazda,2,2013,gasolina comum,100.0,4.0,AUTOMATICO,tracao_dianteira,4.0,Hatch,compacto,4dr Hatchback,34,28,586,17050,Mazda 2
Mazda,2,2013,gasolina comum,100.0,4.0,AUTOMATICO,tracao_dianteira,4.0,Hatch,compacto,4dr Hatchback,34,28,586,15560,Mazda 2
Mazda,2,2013,gasolina comum,100.0,4.0,MANUAL,tracao_dianteira,4.0,Hatch,compacto,4dr Hatchback,35,29,586,16210,Mazda 2
Mazda,2,2013,gasolina comum,100.0,4.0,MANUAL,tracao_dianteira,4.0,Hatch,compacto,4dr Hatchback,35,29,586,14720,Mazda 2
Mazda,2,2014,gasolina comum,100.0,4.0,AUTOMATICO,tracao_dianteira,4.0,Hatch,compacto,4dr Hatchback,34,28,586,17050,Mazda 2
Mazda,2,2014,gasolina comum,100.0,4.0,AUTOMATICO,tracao_dianteira,4.0,Hatch,compacto,4dr Hatchback,34,28,586,15560,Mazda 2
Mazda,2,2014,gasolina comum,100.0,4.0,MANUAL,tracao_dianteira,4.0,Hatch,compacto,4dr Hatchback,35,29,586,16210,Mazda 2
Mazda,2,2014,gasolina comum,100.0,4.0,MANUAL,tracao_dianteira,4.0,Hatch,compacto,4dr Hatchback,35,29,586,14720,Mazda 2
BMW,3 Series Gran Turismo,2015,gasolina premium,300.0,6.0,AUTOMATICO,quatro_por_quatro AWD,4.0,"Hatch,Luxo,Performance",regular,4dr Hatchback,30,20,3916,47250,BMW 3 Series Gran Turismo
BMW,3 Series Gran Turismo,2015,gasolina premium,240.0,4.0,AUTOMATICO,quatro_por_quatro AWD,4.0,"Hatch,Luxo",regular,4dr Hatchback,33,22,3916,41850,BMW 3 Series Gran Turismo
BMW,3 Series Gran Turismo,2015,gasolina premium,240.0,4.0,AUTOMATICO,quatro_por_quatro AWD,4.0,"Hatch,Luxo",regular,4dr Hatchback,33,22,3916,41850,BMW 3 Series Gran Turismo
BMW,3 Series Gran Turismo,2016,gasolina premium,240.0,4.0,AUTOMATICO,quatro_por_quatro AWD,4.0,"Hatch,Luxo",regular,4dr Hatchback,34,22,3916,43000,BMW 3 Series Gran Turismo
BMW,3 Series Gran Turismo,2016,gasolina premium,300.0,6.0,AUTOMATICO,quatro_por_quatro AWD,4.0,"Hatch,Luxo,Performance",regular,4dr Hatchback,30,20,3916,49200,BMW 3 Series Gran Turismo
BMW,3 Series Gran Turismo,2017,gasolina premium,320.0,6.0,AUTOMATICO,quatro_por_quatro AWD,4.0,"Hatch,Luxo,Performance",regular,4dr Hatchback,30,20,3916,49650,BMW 3 Series Gran Turismo
BMW,3 Series Gran Turismo,2017,gasolina premium,248.0,4.0,AUTOMATICO,quatro_por_quatro AWD,4.0,"Hatch,Luxo",regular,4dr Hatchback,33,23,3916,43950,BMW 3 Series Gran Turismo
BMW,3 Series,2015,gasolina premium,241.0,4.0,AUTOMATICO,quatro_por_quatro AWD,4.0,Luxo,regular,Wagon,33,22,3916,41950,BMW 3 Series
BMW,3 Series,2015,gasolina premium,335.0,6.0,AUTOMATICO,tracao_traseira,4.0,"Luxo,Alta-Performance,Hibrido",regular,Sedan,33,25,3916,50150,BMW 3 Series
BMW,3 Series,2015,gasolina premium,240.0,4.0,AUTOMATICO,tracao_traseira,4.0,"Luxo,Performance",regular,Sedan,35,23,3916,37500,BMW 3 Series
BMW,3 Series,2015,gasolina premium,300.0,6.0,AUTOMATICO,tracao_traseira,4.0,"Luxo,Alta-Performance",regular,Sedan,32,21,3916,43750,BMW 3 Series
BMW,3 Series,2015,diesel,180.0,4.0,AUTOMATICO,tracao_traseira,4.0,"Diesel,Luxo",regular,Sedan,45,32,3916,39000,BMW 3 Series
BMW,3 Series,2015,gasolina premium,240.0,4.0,AUTOMATICO,quatro_por_quatro AWD,4.0,Luxo,regular,Sedan,33,22,3916,39500,BMW 3 Series
BMW,3 Series,2015,gasolina premium,240.0,4.0,AUTOMATICO,quatro_por_quatro AWD,4.0,Luxo,regular,Sedan,33,22,3916,39500,BMW 3 Series
BMW,3 Series,2015,gasolina premium,180.0,4.0,AUTOMATICO,quatro_por_quatro AWD,4.0,Luxo,regular,Sedan,35,23,3916,34950,BMW 3 Series
BMW,3 Series,2015,gasolina premium,300.0,6.0,AUTOMATICO,quatro_por_quatro AWD,4.0,"Luxo,Performance",regular,Sedan,30,20,3916,45750,BMW 3 Series
BMW,3 Series,2015,diesel,180.0,4.0,AUTOMATICO,quatro_por_quatro AWD,4.0,"Diesel,Luxo",regular,Wagon,43,31,3916,43450,BMW 3 Series
BMW,3 Series,2015,gasolina premium,240.0,4.0,AUTOMATICO,tracao_traseira,4.0,"Luxo,Performance",regular,Sedan,35,23,3916,37500,BMW 3 Series
BMW,3 Series,2015,diesel,180.0,4.0,AUTOMATICO,quatro_por_quatro AWD,4.0,"Diesel,Luxo",regular,Sedan,43,31,3916,41000,BMW 3 Series
BMW,3 Series,2015,gasolina premium,180.0,4.0,AUTOMATICO,tracao_traseira,4.0,Luxo,regular,Sedan,36,24,3916,32950,BMW 3 Series
BMW,3 Series,2016,diesel,180.0,4.0,AUTOMATICO,quatro_por_quatro AWD,4.0,"Diesel,Luxo",regular,Sedan,40,30,3916,41850,BMW 3 Series
BMW,3 Series,2016,gasolina premium,320.0,6.0,AUTOMATICO,quatro_por_quatro AWD,4.0,"Luxo,Alta-Performance",regular,Sedan,33,22,3916,47800,BMW 3 Series
BMW,3 Series,2016,diesel,180.0,4.0,AUTOMATICO,tracao_traseira,4.0,"Diesel,Luxo",regular,Sedan,42,32,3916,39850,BMW 3 Series
BMW,3 Series,2016,gasolina premium,240.0,4.0,AUTOMATICO,tracao_traseira,4.0,"Luxo,Performance",regular,Sedan,34,22,3916,38350,BMW 3 Series
BMW,3 Series,2016,gasolina premium,240.0,4.0,AUTOMATICO,quatro_por_quatro AWD,4.0,Luxo,regular,Sedan,34,22,3916,40350,BMW 3 Series
BMW,3 Series,2016,gasolina premium,240.0,4.0,MANUAL,tracao_traseira,4.0,"Luxo,Performance",regular,Sedan,34,22,3916,38350,BMW 3 Series
BMW,3 Series,2016,gasolina premium,240.0,4.0,AUTOMATICO,quatro_por_quatro AWD,4.0,Luxo,regular,Wagon,34,22,3916,42650,BMW 3 Series
BMW,3 Series,2016,gasolina premium,180.0,4.0,AUTOMATICO,tracao_traseira,4.0,Luxo,regular,Sedan,36,24,3916,33150,BMW 3 Series
BMW,3 Series,2016,gasolina premium,180.0,4.0,AUTOMATICO,quatro_por_quatro AWD,4.0,Luxo,regular,Sedan,35,23,3916,35150,BMW 3 Series
BMW,3 Series,2016,diesel,180.0,4.0,AUTOMATICO,quatro_por_quatro AWD,4.0,"Diesel,Luxo",regular,Wagon,40,30,3916,44150,BMW 3 Series
BMW,3 Series,2016,gasolina premium,320.0,6.0,AUTOMATICO,tracao_traseira,4.0,"Luxo,Alta-Performance",regular,Sedan,33,22,3916,45800,BMW 3 Series
BMW,3 Series,2017,gasolina aditivada,248.0,4.0,AUTOMATICO,tracao_traseira,4.0,"Luxo,Performance",regular,Sedan,34,23,3916,38750,BMW 3 Series
BMW,3 Series,2017,gasolina aditivada,180.0,4.0,AUTOMATICO,quatro_por_quatro AWD,4.0,Luxo,regular,Sedan,34,23,3916,35450,BMW 3 Series
BMW,3 Series,2017,gasolina aditivada,180.0,4.0,AUTOMATICO,tracao_traseira,4.0,Luxo,regular,Sedan,35,23,3916,33450,BMW 3 Series
BMW,3 Series,2017,gasolina aditivada,248.0,4.0,AUTOMATICO,quatro_por_quatro AWD,4.0,Luxo,regular,Sedan,33,23,3916,40750,BMW 3 Series
BMW,3 Series,2017,diesel,180.0,4.0,AUTOMATICO,quatro_por_quatro AWD,4.0,"Diesel,Luxo",regular,Sedan,40,30,3916,42250,BMW 3 Series
BMW,3 Series,2017,gasolina aditivada,248.0,4.0,AUTOMATICO,quatro_por_quatro AWD,4.0,Luxo,regular,Wagon,33,23,3916,42950,BMW 3 Series
BMW,3 Series,2017,diesel,180.0,4.0,AUTOMATICO,tracao_traseira,4.0,"Diesel,Luxo",regular,Sedan,42,32,3916,40250,BMW 3 Series
BMW,3 Series,2017,gasolina aditivada,320.0,6.0,AUTOMATICO,quatro_por_quatro AWD,4.0,"Luxo,Performance",regular,Sedan,31,21,3916,49900,BMW 3 Series
BMW,3 Series,2017,gasolina aditivada,320.0,6.0,AUTOMATICO,tracao_traseira,4.0,"Luxo,Alta-Performance",regular,Sedan,32,21,3916,47900,BMW 3 Series
BMW,3 Series,2017,diesel,180.0,4.0,AUTOMATICO,quatro_por_quatro AWD,4.0,"Diesel,Luxo",regular,Wagon,40,30,3916,44450,BMW 3 Series
Mercedes-Benz,300-Class,1991,gasolina comum,177.0,6.0,AUTOMATICO,tracao_traseira,4.0,Luxo,grande,Sedan,19,15,617,2232,Mercedes-Benz 300-Class
